entity,track,predictor,smd,ks
Astacus astacus,local_only,l_CLI16,0.4206,0.2488
Astacus astacus,local_only,l_CLI17,-0.1662,0.1884
Astacus astacus,local_only,l_CLI18,-0.0372,0.2572
Astacus astacus,local_only,l_CLI19,-0.1079,0.224
Astacus astacus,local_only,l_CLI20,0.4885,0.3307
Astacus astacus,local_only,l_CLI21,0.824,0.3888
Astacus astacus,local_only,l_CLI22,0.964,0.4062
Astacus astacus,local_only,l_CLI23,0.896,0.3984
Astacus astacus,local_only,l_CLI24,0.4222,0.3057
Astacus astacus,local_only,l_CLI25,-1.0765,0.5113
Astacus astacus,local_only,l_CLI26,-1.0337,0.5037
Astacus astacus,local_only,l_CLI27,-1.0581,0.5119
Astacus astacus,local_only,l_CLI28,0.4057,0.2083
Astacus astacus,local_only,l_CLI29,-0.2593,0.1145
Astacus astacus,local_only,l_CLI30,-0.1956,0.1646
Astacus astacus,local_only,l_CLI31,-0.2307,0.1372
Astacus astacus,local_only,l_CLI32,0.3712,0.2974
Astacus astacus,local_only,l_CLI33,0.2504,0.3719
Astacus astacus,local_only,l_CLI34,0.3169,0.4038
Astacus astacus,local_only,l_CLI35,0.2822,0.3846
Astacus astacus,local_only,l_CLI36,0.4005,0.3102
Astacus astacus,local_only,l_CLI37,-0.1265,0.2285
Astacus astacus,local_only,l_CLI38,0.0191,0.2887
Astacus astacus,local_only,l_CLI39,-0.0598,0.2554
Astacus astacus,local_only,l_CLI40,0.4897,0.3247
Astacus astacus,local_only,l_CLI41,0.9438,0.464
Astacus astacus,local_only,l_CLI42,1.0811,0.5039
Astacus astacus,local_only,l_CLI43,1.0155,0.4877
Astacus astacus,local_only,l_CLI44,0.4266,0.3187
Astacus astacus,local_only,l_CLI45,0.9836,0.5389
Astacus astacus,local_only,l_CLI46,1.0036,0.5439
Astacus astacus,local_only,l_CLI47,0.9964,0.5452
Astacus astacus,local_only,l_CLI48,0.5596,0.3649
Astacus astacus,local_only,l_CLI49,0.6036,0.3913
Astacus astacus,local_only,l_CLI50,0.6366,0.3945
Astacus astacus,local_only,l_CLI51,0.6222,0.3931
Astacus astacus,local_only,l_CLI52,0.5161,0.3349
Astacus astacus,local_only,l_CLI53,1.154,0.5415
Astacus astacus,local_only,l_CLI54,1.1688,0.5454
Astacus astacus,local_only,l_CLI55,1.1633,0.5455
Astacus astacus,local_only,l_CLI56,0.5921,0.3949
Astacus astacus,local_only,l_CLI57,-0.7911,0.4501
Astacus astacus,local_only,l_CLI58,-0.7787,0.4466
Astacus astacus,local_only,l_CLI59,-0.7847,0.4486
Astacus astacus,local_only,l_CLI60,0.5108,0.2335
Astacus astacus,local_only,l_CLI61,0.6905,0.4125
Astacus astacus,local_only,l_CLI62,0.7192,0.4154
Astacus astacus,local_only,l_CLI63,0.7071,0.4158
Astacus astacus,local_only,l_CLI64,0.5238,0.3437
Astacus astacus,local_only,l_CLI65,1.2218,0.5697
Astacus astacus,local_only,l_CLI66,1.2366,0.5716
Astacus astacus,local_only,l_CLI67,1.2312,0.5722
Astacus astacus,local_only,l_CLI68,0.6016,0.3988
Astacus astacus,local_only,l_CLI69,0.8628,0.405
Astacus astacus,local_only,l_CLI70,0.8864,0.406
Astacus astacus,local_only,l_CLI71,0.8768,0.4074
Astacus astacus,local_only,l_CLI72,0.5522,0.3469
Astacus astacus,local_only,l_CLI73,0.7318,0.4858
Astacus astacus,local_only,l_CLI74,0.7577,0.4955
Astacus astacus,local_only,l_CLI75,0.7461,0.4928
Astacus astacus,local_only,l_CLI76,0.5396,0.3777
Astacus astacus,local_only,l_TOP124,0.0301,0.3446
Astacus astacus,local_only,l_TOP125,0.0801,0.1778
Astacus astacus,local_only,l_TOP126,0.0642,0.2082
Astacus astacus,local_only,l_TOP127,0.0705,0.1118
Astacus astacus,local_only,l_TOP128,0.0075,0.3094
Astacus astacus,local_only,l_TOP129,0.0279,0.2191
Astacus astacus,local_only,l_TOP130,0.0269,0.2455
Astacus astacus,local_only,l_TOP131,0.0254,0.1384
Astacus astacus,local_only,l_LAC1,0.1393,0.0787
Astacus astacus,local_only,l_LAC2,-0.0843,0.0049
Astacus astacus,local_only,l_LAC3,-0.1387,0.0513
Astacus astacus,local_only,l_LAC4,-0.0891,0.0127
Astacus astacus,local_only,l_LAC5,,0.0
Astacus astacus,local_only,l_LAC6,-0.1864,0.0912
Astacus astacus,local_only,l_LAC7,0.0172,0.038
Astacus astacus,local_only,l_LAC8,-0.0312,0.0005
Astacus astacus,local_only,l_LAC9,0.029,0.0157
Astacus astacus,local_only,l_LAC10,0.1148,0.0821
Astacus astacus,local_only,l_LAC11,0.0248,0.006
Astacus astacus,local_only,l_LAC12,-0.057,0.0033
Astacus astacus,local_only,l_LAC13,0.3619,0.1812
Astacus astacus,local_only,l_LAC14,,0.0
Astacus astacus,local_only,l_LAC15,0.0147,0.0007
Astacus astacus,local_only,l_LAC16,,0.0
Astacus astacus,local_only,l_LAC17,,0.0
Astacus astacus,local_only,l_LAC18,-0.0869,0.0101
Astacus astacus,local_only,l_LAC19,0.2638,0.1165
Astacus astacus,local_only,l_LAC20,0.0316,0.0012
Astacus astacus,local_only,l_LAC21,-0.5237,0.2249
Astacus astacus,local_only,l_LAC22,,0.0
Astacus astacus,local_only,l_SOL1,-0.0517,0.0892
Astacus astacus,local_only,l_SOL2,-0.1277,0.1046
Astacus astacus,local_only,l_SOL3,-0.0823,0.0977
Astacus astacus,local_only,l_SOL4,-0.1409,0.0818
Astacus astacus,local_only,l_SOL9,0.2283,0.2364
Astacus astacus,local_only,l_SOL10,0.2796,0.2533
Astacus astacus,local_only,l_SOL11,0.2568,0.2611
Astacus astacus,local_only,l_SOL12,0.1174,0.0501
Astacus astacus,local_only,l_SOL13,-0.5837,0.3507
Astacus astacus,local_only,l_SOL14,-0.5463,0.3389
Astacus astacus,local_only,l_SOL15,-0.5714,0.3549
Astacus astacus,local_only,l_SOL16,-0.0315,0.0392
Astacus astacus,local_only,l_SOL17,0.6993,0.3538
Astacus astacus,local_only,l_SOL18,0.7015,0.345
Astacus astacus,local_only,l_SOL19,0.7114,0.3706
Astacus astacus,local_only,l_SOL20,-0.1088,0.0691
Astacus astacus,local_only,l_SOL5,0.3354,0.2622
Astacus astacus,local_only,l_SOL6,0.208,0.1788
Astacus astacus,local_only,l_SOL7,0.2926,0.2339
Astacus astacus,local_only,l_SOL8,-0.3096,0.1667
Astacus astacus,local_only,l_SOL37,-0.5484,0.216
Astacus astacus,local_only,l_SOL38,-0.553,0.2764
Astacus astacus,local_only,l_SOL39,-0.5978,0.2611
Astacus astacus,local_only,l_SOL40,-0.4193,0.2212
Astacus astacus,local_only,l_SOL41,-0.3998,0.1558
Astacus astacus,local_only,l_SOL42,-0.2803,0.132
Astacus astacus,local_only,l_SOL43,-0.3404,0.1512
Astacus astacus,local_only,l_SOL44,0.2562,0.1117
Astacus astacus,local_only,l_SOL25,0.1477,0.0966
Astacus astacus,local_only,l_SOL26,0.0576,0.0506
Astacus astacus,local_only,l_SOL27,0.1081,0.0679
Astacus astacus,local_only,l_SOL28,-0.2257,0.1131
Astacus astacus,local_only,l_SOL29,-0.3977,0.1863
Astacus astacus,local_only,l_SOL30,-0.5093,0.2657
Astacus astacus,local_only,l_SOL31,-0.4946,0.2282
Astacus astacus,local_only,l_SOL32,-0.3355,0.2039
Astacus astacus,local_only,l_SOL21,0.9273,0.4258
Astacus astacus,local_only,l_SOL22,0.8901,0.4244
Astacus astacus,local_only,l_SOL23,0.932,0.4403
Astacus astacus,local_only,l_SOL24,0.3007,0.186
Astacus astacus,local_only,l_SOL45,0.1145,0.0608
Astacus astacus,local_only,l_SOL46,0.1079,0.0481
Astacus astacus,local_only,l_SOL47,0.1027,0.0633
Astacus astacus,local_only,l_SOL48,0.0091,0.0218
Astacus astacus,local_only,l_SOL53,-0.2341,0.1111
Astacus astacus,local_only,l_SOL54,-0.069,0.0198
Astacus astacus,local_only,l_SOL55,-0.1645,0.1116
Astacus astacus,local_only,l_SOL56,0.2923,0.1123
Astacus astacus,local_only,l_SOL57,-0.1366,0.0795
Astacus astacus,local_only,l_SOL58,0.0734,0.0753
Astacus astacus,local_only,l_SOL59,-0.0267,0.0484
Astacus astacus,local_only,l_SOL60,0.3844,0.1583
Astacus astacus,local_only,l_SOL33,-0.8966,0.4031
Astacus astacus,local_only,l_SOL34,-0.7288,0.3941
Astacus astacus,local_only,l_SOL35,-0.8493,0.4218
Astacus astacus,local_only,l_SOL36,-0.1487,0.1334
Astacus astacus,local_only,l_SOL49,,0.0
Astacus astacus,local_only,l_SOL50,,0.0
Astacus astacus,local_only,l_SOL51,,0.0
Astacus astacus,local_only,l_SOL52,,0.0
Astacus astacus,local_only,l_TOP108,-0.0449,0.4206
Astacus astacus,local_only,l_TOP109,0.7566,0.4102
Astacus astacus,local_only,l_TOP110,0.2044,0.1039
Astacus astacus,local_only,l_TOP111,0.143,0.0754
Astacus astacus,local_only,l_TOP112,0.3749,0.2577
Astacus astacus,local_only,l_TOP113,-0.2351,0.4079
Astacus astacus,local_only,l_TOP132,-0.0381,0.4318
Astacus astacus,local_only,l_TOP114,0.7034,0.4105
Astacus astacus,local_only,l_TOP115,1.0549,0.5331
Astacus astacus,local_only,l_TOP116,1.0535,0.5221
Astacus astacus,local_only,l_TOP117,0.5037,0.4339
Astacus astacus,local_only,l_TOP118,0.4658,0.3377
Astacus astacus,local_only,l_TOP119,0.6644,0.4113
Astacus astacus,local_only,l_TOP120,1.0535,0.5221
Astacus astacus,local_only,l_TOP121,1.0038,0.5223
Astacus astacus,local_only,l_TOP122,1.0517,0.5293
Astacus astacus,local_only,l_TOP123,0.4717,0.3519
Astacus astacus,local_only,l_TOP1,-0.4082,0.1991
Astacus astacus,local_only,l_TOP2,0.329,0.1804
Astacus astacus,local_only,l_TOP3,-0.4912,0.261
Astacus astacus,local_only,l_TOP4,0.3351,0.2149
Astacus astacus,local_only,l_TOP5,-0.408,0.1991
Astacus astacus,local_only,l_TOP6,0.3102,0.161
Astacus astacus,local_only,l_TOP7,-0.4489,0.2481
Astacus astacus,local_only,l_TOP8,0.3588,0.221
Astacus astacus,local_only,l_TOP9,0.2749,0.158
Astacus astacus,local_only,l_TOP10,0.3852,0.2623
Astacus astacus,local_only,l_TOP11,0.4189,0.2946
Astacus astacus,local_only,l_TOP12,0.3017,0.2214
Astacus astacus,local_only,l_TOP13,0.2955,0.2284
Astacus astacus,local_only,l_TOP14,0.4133,0.2167
Astacus astacus,local_only,l_TOP15,0.472,0.291
Astacus astacus,local_only,l_TOP16,0.3256,0.189
Astacus astacus,local_only,l_TOP17,-0.0057,0.0005
Astacus astacus,local_only,l_TOP18,0.054,0.1268
Astacus astacus,local_only,l_TOP19,0.0147,0.0867
Astacus astacus,local_only,l_TOP20,0.031,0.0856
Astacus astacus,local_only,l_TOP21,-0.0236,0.0005
Astacus astacus,local_only,l_TOP22,-0.2355,0.4079
Astacus astacus,local_only,l_TOP23,-0.2574,0.4039
Astacus astacus,local_only,l_TOP24,-0.2461,0.4096
Astacus astacus,local_only,l_TOP25,,0.0
Astacus astacus,local_only,l_TOP26,0.148,0.1228
Astacus astacus,local_only,l_TOP27,0.1229,0.1066
Astacus astacus,local_only,l_TOP28,0.1072,0.0926
Astacus astacus,local_only,l_TOP29,0.7032,0.4105
Astacus astacus,local_only,l_TOP30,0.7034,0.4105
Astacus astacus,local_only,l_TOP31,0.7033,0.4105
Astacus astacus,local_only,l_TOP32,0.2694,0.1336
Astacus astacus,local_only,l_TOP33,,0.0
Astacus astacus,local_only,l_TOP34,0.2521,0.1264
Astacus astacus,local_only,l_TOP35,0.2589,0.1397
Astacus astacus,local_only,l_TOP36,0.2694,0.1342
Astacus astacus,local_only,l_TOP37,,0.0
Astacus astacus,local_only,l_TOP38,0.3876,0.1916
Astacus astacus,local_only,l_TOP39,0.3682,0.193
Astacus astacus,local_only,l_TOP40,0.3761,0.1896
Astacus astacus,local_only,l_TOP41,0.0224,0.0006
Astacus astacus,local_only,l_TOP42,0.3751,0.255
Astacus astacus,local_only,l_TOP43,0.3041,0.2494
Astacus astacus,local_only,l_TOP44,0.341,0.2628
Astacus astacus,local_only,l_TOP45,0.026,0.0006
Astacus astacus,local_only,l_TOP46,-0.002,0.1422
Astacus astacus,local_only,l_TOP47,-0.0565,0.1076
Astacus astacus,local_only,l_TOP48,-0.0576,0.0879
Astacus astacus,local_only,l_TOP49,-0.4176,0.2367
Astacus astacus,local_only,l_TOP50,0.4134,0.2827
Astacus astacus,local_only,l_TOP51,0.3624,0.249
Astacus astacus,local_only,l_TOP52,0.3944,0.279
Astacus astacus,local_only,l_TOP53,1.0794,0.5296
Astacus astacus,local_only,l_TOP54,1.025,0.5305
Astacus astacus,local_only,l_TOP55,1.0758,0.5369
Astacus astacus,local_only,l_TOP56,0.4716,0.353
Astacus astacus,local_only,l_TOP57,,0.0
Astacus astacus,local_only,l_TOP58,0.489,0.3647
Astacus astacus,local_only,l_TOP59,0.5376,0.3804
Astacus astacus,local_only,l_TOP60,0.4717,0.353
Astacus astacus,local_only,l_TOP61,-0.0139,0.3433
Astacus astacus,local_only,l_TOP62,-0.0365,0.3874
Astacus astacus,local_only,l_TOP63,-0.0248,0.3987
Astacus astacus,local_only,l_TOP64,-0.0391,0.3337
Astacus astacus,local_only,l_TOP65,0.5171,0.3756
Astacus astacus,local_only,l_TOP66,0.6,0.4083
Astacus astacus,local_only,l_TOP67,0.6113,0.4137
Astacus astacus,local_only,l_TOP68,0.535,0.3669
Astacus astacus,local_only,l_TOP69,0.3993,0.2746
Astacus astacus,local_only,l_TOP70,-0.036,0.3798
Astacus astacus,local_only,l_TOP71,-0.0258,0.4134
Astacus astacus,local_only,l_TOP72,-0.0321,0.3429
Astacus astacus,local_only,l_TOP73,0.4947,0.3798
Astacus astacus,local_only,l_TOP74,0.6833,0.4124
Astacus astacus,local_only,l_TOP75,0.6842,0.4215
Astacus astacus,local_only,l_TOP76,0.6172,0.3638
Astacus astacus,local_only,l_TOP77,,0.0
Astacus astacus,local_only,l_TOP78,0.4798,0.3981
Astacus astacus,local_only,l_TOP79,0.4888,0.3998
Astacus astacus,local_only,l_TOP80,0.4926,0.4061
Astacus astacus,local_only,l_TOP81,,0.0
Astacus astacus,local_only,l_TOP82,0.4798,0.3981
Astacus astacus,local_only,l_TOP83,0.4568,0.3963
Astacus astacus,local_only,l_TOP84,0.4926,0.4073
Astacus astacus,local_only,l_TOP85,0.3885,0.2472
Astacus astacus,local_only,l_TOP86,-0.0334,0.3765
Astacus astacus,local_only,l_TOP87,-0.0231,0.4068
Astacus astacus,local_only,l_TOP88,-0.0289,0.3354
Astacus astacus,local_only,l_TOP89,0.3503,0.2521
Astacus astacus,local_only,l_TOP90,0.6287,0.3831
Astacus astacus,local_only,l_TOP91,0.609,0.4197
Astacus astacus,local_only,l_TOP92,0.5751,0.3538
Astacus astacus,local_only,l_TOP93,0.2838,0.3143
Astacus astacus,local_only,l_TOP94,0.204,0.1024
Astacus astacus,local_only,l_TOP95,0.2215,0.1142
Astacus astacus,local_only,l_TOP96,0.1967,0.0972
Astacus astacus,local_only,l_TOP97,0.0379,0.2269
Astacus astacus,local_only,l_TOP98,0.204,0.1024
Astacus astacus,local_only,l_TOP99,0.1975,0.094
Astacus astacus,local_only,l_TOP100,0.2062,0.1081
Astacus astacus,local_only,l_TOP101,0.1519,0.346
Astacus astacus,local_only,l_TOP102,0.2883,0.4691
Astacus astacus,local_only,l_TOP103,0.2108,0.0892
Astacus astacus,local_only,l_TOP104,0.0048,0.1542
Astacus astacus,local_only,l_TOP105,-0.892,0.4119
Astacus astacus,local_only,l_TOP106,-0.8107,0.3769
Astacus astacus,local_only,l_TOP107,0.6238,0.2435
Astacus astacus,local_only,l_TOP133,-0.0289,0.0206
Astacus astacus,local_only,l_TOP134,0.0154,0.3702
Astacus astacus,local_only,l_TOP135,0.004,0.3659
Astacus astacus,local_only,l_TOP136,0.0122,0.3745
Astacus astacus,local_only,l_TOP137,0.0611,0.2137
Astacus astacus,local_only,l_TOP138,-0.0598,0.0832
Astacus astacus,local_only,l_TOP139,0.0579,0.1307
Astacus astacus,local_only,l_TOP140,-0.0694,0.0852
Astacus astacus,local_only,l_TOP141,-0.2573,0.1795
Astacus astacus,local_only,l_TOP142,-0.9825,0.4477
Astacus astacus,local_only,l_TOP143,-0.7392,0.3646
Astacus astacus,local_only,l_TOP144,-0.9612,0.4329
Astacus astacus,upstream_only,u_CLI3,0.5042,0.3752
Astacus astacus,upstream_only,u_CLI7,0.6556,0.4206
Astacus astacus,upstream_only,u_CLI11,1.3302,0.5247
Astacus astacus,upstream_only,u_CLI15,-1.5295,0.5368
Astacus astacus,upstream_only,u_CLI19,-0.1133,0.1916
Astacus astacus,upstream_only,u_CLI23,0.7131,0.3571
Astacus astacus,upstream_only,u_CLI27,-0.9504,0.439
Astacus astacus,upstream_only,u_CLI31,-0.2881,0.1305
Astacus astacus,upstream_only,u_CLI35,0.2999,0.3534
Astacus astacus,upstream_only,u_CLI39,-0.0774,0.2292
Astacus astacus,upstream_only,u_CLI43,0.8835,0.4247
Astacus astacus,upstream_only,u_CLI47,0.9279,0.5089
Astacus astacus,upstream_only,u_CLI51,0.6271,0.383
Astacus astacus,upstream_only,u_CLI55,1.0401,0.4877
Astacus astacus,upstream_only,u_CLI59,-0.6932,0.4298
Astacus astacus,upstream_only,u_CLI63,0.6995,0.3967
Astacus astacus,upstream_only,u_CLI67,1.1015,0.5069
Astacus astacus,upstream_only,u_CLI71,0.8232,0.3811
Astacus astacus,upstream_only,u_CLI75,0.7272,0.4595
Astacus astacus,upstream_only,u_TOP126,0.0456,0.074
Astacus astacus,upstream_only,u_TOP130,0.0127,0.1069
Astacus astacus,upstream_only,u_LAC1,0.1541,0.0807
Astacus astacus,upstream_only,u_LAC2,-0.0765,0.0252
Astacus astacus,upstream_only,u_LAC3,-0.0723,0.1654
Astacus astacus,upstream_only,u_LAC4,0.0261,0.2016
Astacus astacus,upstream_only,u_LAC5,,0.0
Astacus astacus,upstream_only,u_LAC6,-0.3223,0.312
Astacus astacus,upstream_only,u_LAC7,0.0703,0.16
Astacus astacus,upstream_only,u_LAC8,0.0866,0.02
Astacus astacus,upstream_only,u_LAC9,-0.3685,0.2059
Astacus astacus,upstream_only,u_LAC10,0.2087,0.1197
Astacus astacus,upstream_only,u_LAC11,0.0191,0.0241
Astacus astacus,upstream_only,u_LAC12,-0.1073,0.0285
Astacus astacus,upstream_only,u_LAC13,0.4857,0.182
Astacus astacus,upstream_only,u_LAC14,0.0254,0.0013
Astacus astacus,upstream_only,u_LAC15,0.0845,0.0244
Astacus astacus,upstream_only,u_LAC16,-0.0488,0.0025
Astacus astacus,upstream_only,u_LAC17,,0.0
Astacus astacus,upstream_only,u_LAC18,-0.2501,0.1795
Astacus astacus,upstream_only,u_LAC19,0.3734,0.2352
Astacus astacus,upstream_only,u_LAC20,0.1395,0.0312
Astacus astacus,upstream_only,u_LAC21,-0.3722,0.2855
Astacus astacus,upstream_only,u_LAC22,0.1424,0.0248
Astacus astacus,upstream_only,u_SOL3,0.1869,0.085
Astacus astacus,upstream_only,u_SOL11,0.3301,0.2903
