entity,track,predictor,smd,ks
Procambarus clarkii (native),local_only,l_SOL25,-0.1321,0.0991
Procambarus clarkii (native),local_only,l_SOL26,-0.1376,0.0969
Procambarus clarkii (native),local_only,l_SOL27,-0.1402,0.1033
Procambarus clarkii (native),local_only,l_SOL28,0.0419,0.0374
Procambarus clarkii (native),local_only,l_SOL29,0.0496,0.0403
Procambarus clarkii (native),local_only,l_SOL30,0.05,0.0407
Procambarus clarkii (native),local_only,l_SOL31,0.0602,0.0526
Procambarus clarkii (native),local_only,l_SOL32,0.046,0.05
Procambarus clarkii (native),local_only,l_SOL21,-0.2075,0.1285
Procambarus clarkii (native),local_only,l_SOL22,-0.2084,0.1222
Procambarus clarkii (native),local_only,l_SOL23,-0.2107,0.1257
Procambarus clarkii (native),local_only,l_SOL24,-0.1057,0.0741
Procambarus clarkii (native),local_only,l_SOL45,0.1733,0.1157
Procambarus clarkii (native),local_only,l_SOL46,0.1518,0.0955
Procambarus clarkii (native),local_only,l_SOL47,0.1748,0.1248
Procambarus clarkii (native),local_only,l_SOL48,0.0215,0.0174
Procambarus clarkii (native),local_only,l_SOL53,0.0146,0.0039
Procambarus clarkii (native),local_only,l_SOL54,0.0213,0.0016
Procambarus clarkii (native),local_only,l_SOL55,0.0114,0.0039
Procambarus clarkii (native),local_only,l_SOL56,-0.0003,0.0039
Procambarus clarkii (native),local_only,l_SOL57,-0.0623,0.0454
Procambarus clarkii (native),local_only,l_SOL58,-0.0838,0.0531
Procambarus clarkii (native),local_only,l_SOL59,-0.0685,0.0612
Procambarus clarkii (native),local_only,l_SOL60,-0.0793,0.033
Procambarus clarkii (native),local_only,l_SOL33,0.0559,0.019
Procambarus clarkii (native),local_only,l_SOL34,0.0604,0.0212
Procambarus clarkii (native),local_only,l_SOL35,0.0597,0.0209
Procambarus clarkii (native),local_only,l_SOL36,0.0481,0.0181
Procambarus clarkii (native),local_only,l_SOL49,-0.0551,0.0044
Procambarus clarkii (native),local_only,l_SOL50,-0.0886,0.0108
Procambarus clarkii (native),local_only,l_SOL51,-0.085,0.0112
Procambarus clarkii (native),local_only,l_SOL52,-0.0863,0.0069
Procambarus clarkii (native),local_only,l_TOP108,-0.0431,0.0338
Procambarus clarkii (native),local_only,l_TOP109,0.1722,0.1098
Procambarus clarkii (native),local_only,l_TOP110,0.0812,0.0455
Procambarus clarkii (native),local_only,l_TOP111,0.0695,0.0344
Procambarus clarkii (native),local_only,l_TOP112,0.1053,0.0474
Procambarus clarkii (native),local_only,l_TOP113,-0.043,0.0237
Procambarus clarkii (native),local_only,l_TOP132,-0.0429,0.0224
Procambarus clarkii (native),local_only,l_TOP114,0.1594,0.1144
Procambarus clarkii (native),local_only,l_TOP115,-0.1316,0.1337
Procambarus clarkii (native),local_only,l_TOP116,-0.1337,0.1333
Procambarus clarkii (native),local_only,l_TOP117,-0.0174,0.0618
Procambarus clarkii (native),local_only,l_TOP118,-0.0452,0.0716
Procambarus clarkii (native),local_only,l_TOP119,-0.0299,0.0847
Procambarus clarkii (native),local_only,l_TOP120,-0.1337,0.1333
Procambarus clarkii (native),local_only,l_TOP121,-0.1319,0.1306
Procambarus clarkii (native),local_only,l_TOP122,-0.132,0.1328
Procambarus clarkii (native),local_only,l_TOP123,-0.0401,0.0691
Procambarus clarkii (native),local_only,l_TOP1,0.0576,0.0457
Procambarus clarkii (native),local_only,l_TOP2,-0.0445,0.041
Procambarus clarkii (native),local_only,l_TOP3,0.0626,0.0634
Procambarus clarkii (native),local_only,l_TOP4,-0.0648,0.0523
Procambarus clarkii (native),local_only,l_TOP5,0.0574,0.0469
Procambarus clarkii (native),local_only,l_TOP6,-0.0799,0.0483
Procambarus clarkii (native),local_only,l_TOP7,0.0615,0.0548
Procambarus clarkii (native),local_only,l_TOP8,-0.0688,0.0472
Procambarus clarkii (native),local_only,l_TOP9,-0.0477,0.0203
Procambarus clarkii (native),local_only,l_TOP10,-0.053,0.0447
Procambarus clarkii (native),local_only,l_TOP11,-0.0629,0.0569
Procambarus clarkii (native),local_only,l_TOP12,-0.0484,0.0477
Procambarus clarkii (native),local_only,l_TOP13,-0.0406,0.0265
Procambarus clarkii (native),local_only,l_TOP14,-0.0395,0.046
Procambarus clarkii (native),local_only,l_TOP15,-0.0548,0.0562
Procambarus clarkii (native),local_only,l_TOP16,-0.04,0.0448
Procambarus clarkii (native),local_only,l_TOP17,-0.0428,0.001
Procambarus clarkii (native),local_only,l_TOP18,0.0908,0.0382
Procambarus clarkii (native),local_only,l_TOP19,0.0761,0.0442
Procambarus clarkii (native),local_only,l_TOP20,0.0832,0.0327
Procambarus clarkii (native),local_only,l_TOP21,-0.0325,0.001
Procambarus clarkii (native),local_only,l_TOP22,-0.043,0.0272
Procambarus clarkii (native),local_only,l_TOP23,-0.0399,0.0311
Procambarus clarkii (native),local_only,l_TOP24,-0.043,0.0298
Procambarus clarkii (native),local_only,l_TOP25,,0.0
Procambarus clarkii (native),local_only,l_TOP26,0.1006,0.0438
Procambarus clarkii (native),local_only,l_TOP27,0.1124,0.0468
Procambarus clarkii (native),local_only,l_TOP28,0.0992,0.0411
Procambarus clarkii (native),local_only,l_TOP29,0.1592,0.1144
Procambarus clarkii (native),local_only,l_TOP30,0.1595,0.1144
Procambarus clarkii (native),local_only,l_TOP31,0.1593,0.1144
Procambarus clarkii (native),local_only,l_TOP32,0.0892,0.0433
Procambarus clarkii (native),local_only,l_TOP33,,0.0
Procambarus clarkii (native),local_only,l_TOP34,0.0888,0.044
Procambarus clarkii (native),local_only,l_TOP35,0.0881,0.0407
Procambarus clarkii (native),local_only,l_TOP36,0.0892,0.0433
Procambarus clarkii (native),local_only,l_TOP37,,0.0
Procambarus clarkii (native),local_only,l_TOP38,0.1127,0.0523
Procambarus clarkii (native),local_only,l_TOP39,0.1057,0.0421
Procambarus clarkii (native),local_only,l_TOP40,0.1018,0.0342
Procambarus clarkii (native),local_only,l_TOP41,-0.038,0.001
Procambarus clarkii (native),local_only,l_TOP42,-0.0468,0.0482
Procambarus clarkii (native),local_only,l_TOP43,-0.0686,0.0551
Procambarus clarkii (native),local_only,l_TOP44,-0.0588,0.0461
Procambarus clarkii (native),local_only,l_TOP45,-0.0323,0.0005
Procambarus clarkii (native),local_only,l_TOP46,-0.0875,0.0627
Procambarus clarkii (native),local_only,l_TOP47,-0.0852,0.0612
Procambarus clarkii (native),local_only,l_TOP48,-0.0858,0.0666
Procambarus clarkii (native),local_only,l_TOP49,0.0077,0.0332
Procambarus clarkii (native),local_only,l_TOP50,-0.0553,0.052
Procambarus clarkii (native),local_only,l_TOP51,-0.0459,0.0439
Procambarus clarkii (native),local_only,l_TOP52,-0.0531,0.0504
Procambarus clarkii (native),local_only,l_TOP53,-0.1476,0.1328
Procambarus clarkii (native),local_only,l_TOP54,-0.1457,0.1306
Procambarus clarkii (native),local_only,l_TOP55,-0.1459,0.1329
Procambarus clarkii (native),local_only,l_TOP56,-0.0401,0.0709
Procambarus clarkii (native),local_only,l_TOP57,,0.0
Procambarus clarkii (native),local_only,l_TOP58,-0.0513,0.0738
Procambarus clarkii (native),local_only,l_TOP59,-0.0322,0.078
Procambarus clarkii (native),local_only,l_TOP60,-0.04,0.0666
Procambarus clarkii (native),local_only,l_TOP61,0.093,0.0682
Procambarus clarkii (native),local_only,l_TOP62,0.0872,0.0656
Procambarus clarkii (native),local_only,l_TOP63,0.0912,0.0713
Procambarus clarkii (native),local_only,l_TOP64,0.0815,0.0471
Procambarus clarkii (native),local_only,l_TOP65,-0.015,0.0387
Procambarus clarkii (native),local_only,l_TOP66,-0.0141,0.0712
Procambarus clarkii (native),local_only,l_TOP67,-0.0121,0.0733
Procambarus clarkii (native),local_only,l_TOP68,-0.0171,0.0703
Procambarus clarkii (native),local_only,l_TOP69,-0.0095,0.0325
Procambarus clarkii (native),local_only,l_TOP70,0.0872,0.0637
Procambarus clarkii (native),local_only,l_TOP71,0.0902,0.0833
Procambarus clarkii (native),local_only,l_TOP72,0.0888,0.0637
Procambarus clarkii (native),local_only,l_TOP73,-0.0282,0.0689
Procambarus clarkii (native),local_only,l_TOP74,-0.0162,0.0708
Procambarus clarkii (native),local_only,l_TOP75,-0.0275,0.0866
Procambarus clarkii (native),local_only,l_TOP76,-0.0148,0.0602
Procambarus clarkii (native),local_only,l_TOP77,,0.0
Procambarus clarkii (native),local_only,l_TOP78,-0.0097,0.05
Procambarus clarkii (native),local_only,l_TOP79,-0.0112,0.054
Procambarus clarkii (native),local_only,l_TOP80,-0.0121,0.0548
Procambarus clarkii (native),local_only,l_TOP81,,0.0
Procambarus clarkii (native),local_only,l_TOP82,-0.0097,0.05
Procambarus clarkii (native),local_only,l_TOP83,-0.0098,0.0513
Procambarus clarkii (native),local_only,l_TOP84,-0.012,0.0573
Procambarus clarkii (native),local_only,l_TOP85,-0.0162,0.0195
Procambarus clarkii (native),local_only,l_TOP86,0.0854,0.0587
Procambarus clarkii (native),local_only,l_TOP87,0.0875,0.0803
Procambarus clarkii (native),local_only,l_TOP88,0.0862,0.0665
Procambarus clarkii (native),local_only,l_TOP89,-0.0051,0.0156
Procambarus clarkii (native),local_only,l_TOP90,-0.0204,0.0554
Procambarus clarkii (native),local_only,l_TOP91,-0.0283,0.0724
Procambarus clarkii (native),local_only,l_TOP92,-0.0317,0.061
Procambarus clarkii (native),local_only,l_TOP93,-0.0231,0.0692
Procambarus clarkii (native),local_only,l_TOP94,0.0818,0.0455
Procambarus clarkii (native),local_only,l_TOP95,0.0822,0.0474
Procambarus clarkii (native),local_only,l_TOP96,0.0813,0.0423
Procambarus clarkii (native),local_only,l_TOP97,-0.0819,0.1005
Procambarus clarkii (native),local_only,l_TOP98,0.0818,0.0455
Procambarus clarkii (native),local_only,l_TOP99,0.0797,0.0421
Procambarus clarkii (native),local_only,l_TOP100,0.0833,0.0495
Procambarus clarkii (native),local_only,l_TOP101,-0.1253,0.1036
Procambarus clarkii (native),local_only,l_TOP102,-0.0201,0.136
Procambarus clarkii (native),local_only,l_TOP103,-0.1089,0.0586
Procambarus clarkii (native),local_only,l_TOP104,0.0937,0.0771
Procambarus clarkii (native),local_only,l_TOP105,-0.0147,0.0338
Procambarus clarkii (native),local_only,l_TOP106,-0.008,0.0104
Procambarus clarkii (native),local_only,l_TOP107,0.0449,0.0153
Procambarus clarkii (native),local_only,l_TOP133,-0.0349,0.0088
Procambarus clarkii (native),local_only,l_TOP134,-0.0467,0.0255
Procambarus clarkii (native),local_only,l_TOP135,-0.0539,0.0393
Procambarus clarkii (native),local_only,l_TOP136,-0.0494,0.0354
Procambarus clarkii (native),local_only,l_TOP137,-0.0951,0.0757
Procambarus clarkii (native),local_only,l_TOP138,-0.0106,0.0507
Procambarus clarkii (native),local_only,l_TOP139,-0.0241,0.0696
Procambarus clarkii (native),local_only,l_TOP140,-0.0133,0.0502
Procambarus clarkii (native),local_only,l_TOP141,0.0545,0.0496
Procambarus clarkii (native),local_only,l_TOP142,0.0277,0.0278
Procambarus clarkii (native),local_only,l_TOP143,0.0444,0.0482
Procambarus clarkii (native),local_only,l_TOP144,-0.0079,0.0402
Procambarus clarkii (native),upstream_only,u_CLI3,-0.1918,0.1292
Procambarus clarkii (native),upstream_only,u_CLI7,-0.1686,0.1338
Procambarus clarkii (native),upstream_only,u_CLI11,-0.3445,0.1845
Procambarus clarkii (native),upstream_only,u_CLI15,0.2556,0.162
Procambarus clarkii (native),upstream_only,u_CLI19,-0.1315,0.1033
Procambarus clarkii (native),upstream_only,u_CLI23,-0.2068,0.1526
Procambarus clarkii (native),upstream_only,u_CLI27,0.1467,0.1579
Procambarus clarkii (native),upstream_only,u_CLI31,-0.2493,0.138
Procambarus clarkii (native),upstream_only,u_CLI35,0.3069,0.156
Procambarus clarkii (native),upstream_only,u_CLI39,-0.0453,0.0606
Procambarus clarkii (native),upstream_only,u_CLI43,-0.2276,0.1487
Procambarus clarkii (native),upstream_only,u_CLI47,0.1531,0.1108
Procambarus clarkii (native),upstream_only,u_CLI51,0.1084,0.1014
Procambarus clarkii (native),upstream_only,u_CLI55,0.1078,0.1126
Procambarus clarkii (native),upstream_only,u_CLI59,-0.1738,0.1196
Procambarus clarkii (native),upstream_only,u_CLI63,0.1181,0.1048
Procambarus clarkii (native),upstream_only,u_CLI67,0.1485,0.1203
Procambarus clarkii (native),upstream_only,u_CLI71,0.0325,0.0916
Procambarus clarkii (native),upstream_only,u_CLI75,0.203,0.1405
Procambarus clarkii (native),upstream_only,u_TOP126,-0.0085,0.0835
Procambarus clarkii (native),upstream_only,u_TOP130,-0.0025,0.0546
Procambarus clarkii (native),upstream_only,u_LAC1,0.1694,0.0856
Procambarus clarkii (native),upstream_only,u_LAC2,,0.0
Procambarus clarkii (native),upstream_only,u_LAC3,-0.0285,0.0516
Procambarus clarkii (native),upstream_only,u_LAC4,0.2197,0.0787
Procambarus clarkii (native),upstream_only,u_LAC5,,0.0
Procambarus clarkii (native),upstream_only,u_LAC6,0.2097,0.0881
Procambarus clarkii (native),upstream_only,u_LAC7,-0.1443,0.1016
Procambarus clarkii (native),upstream_only,u_LAC8,0.0685,0.031
Procambarus clarkii (native),upstream_only,u_LAC9,0.0299,0.0144
Procambarus clarkii (native),upstream_only,u_LAC10,-0.0021,0.0458
Procambarus clarkii (native),upstream_only,u_LAC11,-0.0123,0.04
Procambarus clarkii (native),upstream_only,u_LAC12,-0.0721,0.0651
Procambarus clarkii (native),upstream_only,u_LAC13,-0.0126,0.0211
Procambarus clarkii (native),upstream_only,u_LAC14,,0.0
Procambarus clarkii (native),upstream_only,u_LAC15,-0.0949,0.0326
Procambarus clarkii (native),upstream_only,u_LAC16,-0.0096,0.1037
Procambarus clarkii (native),upstream_only,u_LAC17,,0.0
Procambarus clarkii (native),upstream_only,u_LAC18,0.0723,0.065
Procambarus clarkii (native),upstream_only,u_LAC19,-0.1109,0.0764
Procambarus clarkii (native),upstream_only,u_LAC20,-0.016,0.0228
Procambarus clarkii (native),upstream_only,u_LAC21,0.149,0.0756
Procambarus clarkii (native),upstream_only,u_LAC22,,0.0
Procambarus clarkii (native),upstream_only,u_SOL3,0.0114,0.0359
Procambarus clarkii (native),upstream_only,u_SOL11,-0.1908,0.0973
Procambarus clarkii (native),upstream_only,u_SOL15,-0.1986,0.1245
Procambarus clarkii (native),upstream_only,u_SOL19,0.3096,0.142
Procambarus clarkii (native),upstream_only,u_SOL7,0.0285,0.0505
Procambarus clarkii (native),upstream_only,u_SOL39,-0.0129,0.0879
Procambarus clarkii (native),upstream_only,u_SOL43,-0.201,0.1221
Procambarus clarkii (native),upstream_only,u_SOL27,-0.0808,0.0918
Procambarus clarkii (native),upstream_only,u_SOL31,-0.0019,0.0537
Procambarus clarkii (native),upstream_only,u_SOL23,-0.229,0.1373
Procambarus clarkii (native),upstream_only,u_SOL47,0.1934,0.1142
Procambarus clarkii (native),upstream_only,u_SOL55,0.1192,0.0333
Procambarus clarkii (native),upstream_only,u_SOL59,-0.1486,0.0873
Procambarus clarkii (native),upstream_only,u_SOL35,0.0324,0.0316
Procambarus clarkii (native),upstream_only,u_SOL51,-0.05,0.0113
Procambarus clarkii (native),upstream_only,u_TOP105,-0.0147,0.0338
Procambarus clarkii (native),upstream_only,u_TOP110,0.0763,0.0373
Procambarus clarkii (native),upstream_only,u_TOP111,0.0766,0.0355
Procambarus clarkii (native),upstream_only,u_TOP112,0.0266,0.0316
Procambarus clarkii (native),upstream_only,u_TOP113,-0.0249,0.0578
Procambarus clarkii (native),upstream_only,u_TOP114,0.1028,0.1149
Procambarus clarkii (native),upstream_only,u_TOP117,-0.1461,0.0963
Procambarus clarkii (native),upstream_only,u_TOP119,-0.156,0.086
Procambarus clarkii (native),upstream_only,u_TOP122,-0.1775,0.1387
Procambarus clarkii (native),upstream_only,u_TOP3,0.0639,0.0515
Procambarus clarkii (native),upstream_only,u_TOP7,0.0639,0.0485
Procambarus clarkii (native),upstream_only,u_TOP11,0.201,0.0485
Procambarus clarkii (native),upstream_only,u_TOP15,-0.0543,0.0507
Procambarus clarkii (native),upstream_only,u_TOP19,0.1265,0.0602
Procambarus clarkii (native),upstream_only,u_TOP23,-0.1883,0.0352
Procambarus clarkii (native),upstream_only,u_TOP27,0.1151,0.0516
Procambarus clarkii (native),upstream_only,u_TOP31,0.1321,0.1218
Procambarus clarkii (native),upstream_only,u_TOP35,0.1405,0.0357
Procambarus clarkii (native),upstream_only,u_TOP39,-0.1783,0.068
Procambarus clarkii (native),upstream_only,u_TOP43,-0.2318,0.0832
Procambarus clarkii (native),upstream_only,u_TOP47,-0.2814,0.0973
Procambarus clarkii (native),upstream_only,u_TOP51,-0.1101,0.0563
Procambarus clarkii (native),upstream_only,u_TOP55,-0.1589,0.1265
Procambarus clarkii (native),upstream_only,u_TOP59,-0.1267,0.0792
Procambarus clarkii (native),upstream_only,u_TOP63,-0.0286,0.065
Procambarus clarkii (native),upstream_only,u_TOP67,-0.1132,0.073
Procambarus clarkii (native),upstream_only,u_TOP71,-0.0346,0.0869
Procambarus clarkii (native),upstream_only,u_TOP75,-0.1495,0.0861
Procambarus clarkii (native),upstream_only,u_TOP79,-0.2025,0.1118
Procambarus clarkii (native),upstream_only,u_TOP83,-0.1996,0.1062
Procambarus clarkii (native),upstream_only,u_TOP87,-0.0438,0.1001
Procambarus clarkii (native),upstream_only,u_TOP91,-0.1669,0.1001
Procambarus clarkii (native),upstream_only,u_TOP95,0.1794,0.0432
Procambarus clarkii (native),upstream_only,u_TOP99,0.1814,0.0506
Procambarus clarkii (native),upstream_only,u_TOP103,-0.2204,0.0727
Procambarus clarkii (native),upstream_only,u_TOP135,-0.0374,0.0298
Procambarus clarkii (native),upstream_only,u_TOP139,-0.186,0.0898
Procambarus clarkii (native),upstream_only,u_TOP143,0.1408,0.0881
Pontastacus leptodactylus (pooled),local_only,l_CLI1,0.1182,0.1318
Pontastacus leptodactylus (pooled),local_only,l_CLI2,0.1465,0.1592
Pontastacus leptodactylus (pooled),local_only,l_CLI3,0.1321,0.1461
Pontastacus leptodactylus (pooled),local_only,l_CLI4,0.2075,0.0877
Pontastacus leptodactylus (pooled),local_only,l_CLI5,0.1528,0.1804
Pontastacus leptodactylus (pooled),local_only,l_CLI6,0.155,0.1872
Pontastacus leptodactylus (pooled),local_only,l_CLI7,0.154,0.1857
Pontastacus leptodactylus (pooled),local_only,l_CLI8,0.0191,0.0351
Pontastacus leptodactylus (pooled),local_only,l_CLI9,0.3078,0.1718
Pontastacus leptodactylus (pooled),local_only,l_CLI10,0.3136,0.1721
Pontastacus leptodactylus (pooled),local_only,l_CLI11,0.3116,0.1731
Pontastacus leptodactylus (pooled),local_only,l_CLI12,0.1622,0.0871
Pontastacus leptodactylus (pooled),local_only,l_CLI13,-0.1965,0.2318
Pontastacus leptodactylus (pooled),local_only,l_CLI14,-0.1929,0.2285
Pontastacus leptodactylus (pooled),local_only,l_CLI15,-0.1952,0.2338
Pontastacus leptodactylus (pooled),local_only,l_CLI16,0.1389,0.0479
Pontastacus leptodactylus (pooled),local_only,l_CLI17,-0.0377,0.07
Pontastacus leptodactylus (pooled),local_only,l_CLI18,-0.0103,0.1034
Pontastacus leptodactylus (pooled),local_only,l_CLI19,-0.0252,0.0936
Pontastacus leptodactylus (pooled),local_only,l_CLI20,0.2214,0.0805
Pontastacus leptodactylus (pooled),local_only,l_CLI21,0.1438,0.1179
Pontastacus leptodactylus (pooled),local_only,l_CLI22,0.1582,0.1316
Pontastacus leptodactylus (pooled),local_only,l_CLI23,0.1507,0.1274
Pontastacus leptodactylus (pooled),local_only,l_CLI24,0.1783,0.0606
Pontastacus leptodactylus (pooled),local_only,l_CLI25,-0.1413,0.2007
Pontastacus leptodactylus (pooled),local_only,l_CLI26,-0.1371,0.1981
Pontastacus leptodactylus (pooled),local_only,l_CLI27,-0.1398,0.2018
Pontastacus leptodactylus (pooled),local_only,l_CLI28,0.1522,0.0862
Pontastacus leptodactylus (pooled),local_only,l_CLI29,0.0964,0.0756
Pontastacus leptodactylus (pooled),local_only,l_CLI30,0.1066,0.074
Pontastacus leptodactylus (pooled),local_only,l_CLI31,0.1028,0.075
Pontastacus leptodactylus (pooled),local_only,l_CLI32,0.0768,0.0939
Pontastacus leptodactylus (pooled),local_only,l_CLI33,0.0055,0.0631
Pontastacus leptodactylus (pooled),local_only,l_CLI34,0.0158,0.0734
Pontastacus leptodactylus (pooled),local_only,l_CLI35,0.0105,0.0688
Pontastacus leptodactylus (pooled),local_only,l_CLI36,0.1315,0.0783
Pontastacus leptodactylus (pooled),local_only,l_CLI37,-0.0277,0.089
Pontastacus leptodactylus (pooled),local_only,l_CLI38,0.003,0.1104
Pontastacus leptodactylus (pooled),local_only,l_CLI39,-0.0136,0.1015
Pontastacus leptodactylus (pooled),local_only,l_CLI40,0.2148,0.0811
Pontastacus leptodactylus (pooled),local_only,l_CLI41,0.178,0.1473
Pontastacus leptodactylus (pooled),local_only,l_CLI42,0.1935,0.1539
Pontastacus leptodactylus (pooled),local_only,l_CLI43,0.1856,0.1493
Pontastacus leptodactylus (pooled),local_only,l_CLI44,0.1977,0.0849
Pontastacus leptodactylus (pooled),local_only,l_CLI45,0.3676,0.2228
Pontastacus leptodactylus (pooled),local_only,l_CLI46,0.3777,0.2227
Pontastacus leptodactylus (pooled),local_only,l_CLI47,0.3729,0.2218
Pontastacus leptodactylus (pooled),local_only,l_CLI48,0.2302,0.1308
Pontastacus leptodactylus (pooled),local_only,l_CLI49,0.3101,0.1572
Pontastacus leptodactylus (pooled),local_only,l_CLI50,0.3198,0.1677
Pontastacus leptodactylus (pooled),local_only,l_CLI51,0.315,0.1592
Pontastacus leptodactylus (pooled),local_only,l_CLI52,0.2175,0.1124
Pontastacus leptodactylus (pooled),local_only,l_CLI53,0.2918,0.2071
Pontastacus leptodactylus (pooled),local_only,l_CLI54,0.3032,0.2036
Pontastacus leptodactylus (pooled),local_only,l_CLI55,0.2975,0.2082
Pontastacus leptodactylus (pooled),local_only,l_CLI56,0.2314,0.1344
Pontastacus leptodactylus (pooled),local_only,l_CLI57,-0.1522,0.1186
Pontastacus leptodactylus (pooled),local_only,l_CLI58,-0.1493,0.1181
Pontastacus leptodactylus (pooled),local_only,l_CLI59,-0.151,0.1193
Pontastacus leptodactylus (pooled),local_only,l_CLI60,0.1109,0.0782
Pontastacus leptodactylus (pooled),local_only,l_CLI61,0.3371,0.168
Pontastacus leptodactylus (pooled),local_only,l_CLI62,0.3458,0.1692
Pontastacus leptodactylus (pooled),local_only,l_CLI63,0.3416,0.1735
Pontastacus leptodactylus (pooled),local_only,l_CLI64,0.2209,0.127
Pontastacus leptodactylus (pooled),local_only,l_CLI65,0.3249,0.2316
Pontastacus leptodactylus (pooled),local_only,l_CLI66,0.3363,0.2291
Pontastacus leptodactylus (pooled),local_only,l_CLI67,0.3306,0.231
Pontastacus leptodactylus (pooled),local_only,l_CLI68,0.2373,0.1481
Pontastacus leptodactylus (pooled),local_only,l_CLI69,0.3587,0.1741
Pontastacus leptodactylus (pooled),local_only,l_CLI70,0.3679,0.1807
Pontastacus leptodactylus (pooled),local_only,l_CLI71,0.3633,0.1754
Pontastacus leptodactylus (pooled),local_only,l_CLI72,0.2408,0.1328
Pontastacus leptodactylus (pooled),local_only,l_CLI73,0.1717,0.1783
Pontastacus leptodactylus (pooled),local_only,l_CLI74,0.1825,0.1815
Pontastacus leptodactylus (pooled),local_only,l_CLI75,0.1767,0.1785
Pontastacus leptodactylus (pooled),local_only,l_CLI76,0.1929,0.122
Pontastacus leptodactylus (pooled),local_only,l_TOP124,-0.0117,0.11
Pontastacus leptodactylus (pooled),local_only,l_TOP125,-0.1277,0.0949
Pontastacus leptodactylus (pooled),local_only,l_TOP126,-0.0918,0.0784
Pontastacus leptodactylus (pooled),local_only,l_TOP127,-0.1173,0.0544
Pontastacus leptodactylus (pooled),local_only,l_TOP128,-0.0058,0.0715
Pontastacus leptodactylus (pooled),local_only,l_TOP129,-0.1119,0.0945
Pontastacus leptodactylus (pooled),local_only,l_TOP130,-0.0837,0.0901
Pontastacus leptodactylus (pooled),local_only,l_TOP131,-0.1059,0.0631
Pontastacus leptodactylus (pooled),local_only,l_LAC1,0.131,0.0625
Pontastacus leptodactylus (pooled),local_only,l_LAC2,-0.0168,0.0093
Pontastacus leptodactylus (pooled),local_only,l_LAC3,-0.1306,0.0471
Pontastacus leptodactylus (pooled),local_only,l_LAC4,-0.0045,0.0078
Pontastacus leptodactylus (pooled),local_only,l_LAC5,-0.0558,0.002
Pontastacus leptodactylus (pooled),local_only,l_LAC6,0.0519,0.0245
Pontastacus leptodactylus (pooled),local_only,l_LAC7,-0.011,0.0115
Pontastacus leptodactylus (pooled),local_only,l_LAC8,0.0241,0.0009
Pontastacus leptodactylus (pooled),local_only,l_LAC9,0.0282,0.0097
Pontastacus leptodactylus (pooled),local_only,l_LAC10,-0.0327,0.012
Pontastacus leptodactylus (pooled),local_only,l_LAC11,-0.07,0.0051
Pontastacus leptodactylus (pooled),local_only,l_LAC12,-0.0442,0.0049
Pontastacus leptodactylus (pooled),local_only,l_LAC13,0.1079,0.0775
Pontastacus leptodactylus (pooled),local_only,l_LAC14,,0.0
Pontastacus leptodactylus (pooled),local_only,l_LAC15,-0.0013,0.0063
Pontastacus leptodactylus (pooled),local_only,l_LAC16,-0.0405,0.0029
Pontastacus leptodactylus (pooled),local_only,l_LAC17,,0.0
Pontastacus leptodactylus (pooled),local_only,l_LAC18,-0.0286,0.0072
Pontastacus leptodactylus (pooled),local_only,l_LAC19,0.0755,0.0451
Pontastacus leptodactylus (pooled),local_only,l_LAC20,-0.0217,0.0073
Pontastacus leptodactylus (pooled),local_only,l_LAC21,-0.2461,0.1293
Pontastacus leptodactylus (pooled),local_only,l_LAC22,,0.0
Pontastacus leptodactylus (pooled),local_only,l_SOL1,-0.0115,0.0514
Pontastacus leptodactylus (pooled),local_only,l_SOL2,-0.0921,0.096
Pontastacus leptodactylus (pooled),local_only,l_SOL3,-0.0608,0.0971
Pontastacus leptodactylus (pooled),local_only,l_SOL4,-0.1842,0.0919
Pontastacus leptodactylus (pooled),local_only,l_SOL9,0.1519,0.1073
Pontastacus leptodactylus (pooled),local_only,l_SOL10,0.1576,0.1318
Pontastacus leptodactylus (pooled),local_only,l_SOL11,0.1577,0.1242
Pontastacus leptodactylus (pooled),local_only,l_SOL12,-0.0284,0.0412
Pontastacus leptodactylus (pooled),local_only,l_SOL13,-0.0411,0.0976
Pontastacus leptodactylus (pooled),local_only,l_SOL14,-0.0717,0.079
Pontastacus leptodactylus (pooled),local_only,l_SOL15,-0.0652,0.0993
Pontastacus leptodactylus (pooled),local_only,l_SOL16,-0.1256,0.1023
Pontastacus leptodactylus (pooled),local_only,l_SOL17,-0.0233,0.0644
Pontastacus leptodactylus (pooled),local_only,l_SOL18,-0.0685,0.0717
Pontastacus leptodactylus (pooled),local_only,l_SOL19,-0.034,0.0769
Pontastacus leptodactylus (pooled),local_only,l_SOL20,-0.1585,0.1123
Pontastacus leptodactylus (pooled),local_only,l_SOL5,0.074,0.0693
Pontastacus leptodactylus (pooled),local_only,l_SOL6,0.0511,0.0562
Pontastacus leptodactylus (pooled),local_only,l_SOL7,0.0686,0.0781
Pontastacus leptodactylus (pooled),local_only,l_SOL8,-0.0829,0.0537
Pontastacus leptodactylus (pooled),local_only,l_SOL37,-0.1211,0.0723
Pontastacus leptodactylus (pooled),local_only,l_SOL38,-0.131,0.0765
Pontastacus leptodactylus (pooled),local_only,l_SOL39,-0.1492,0.0921
Pontastacus leptodactylus (pooled),local_only,l_SOL40,-0.1448,0.0733
Pontastacus leptodactylus (pooled),local_only,l_SOL41,-0.0436,0.0498
Pontastacus leptodactylus (pooled),local_only,l_SOL42,-0.0452,0.0575
