bin,n,frac_over_mean,frac_over_median,entity_dir,track,level,mask
4,3467,0.06865,0.07788,Procambarus_clarkii_native,upstream_only,10,never_trained
0,3864,0.74405,0.18401,Procambarus_clarkii_native,upstream_only,20,all
1,3864,0.63923,0.21325,Procambarus_clarkii_native,upstream_only,20,all
2,3864,0.76889,0.23163,Procambarus_clarkii_native,upstream_only,20,all
3,3864,0.77252,0.12448,Procambarus_clarkii_native,upstream_only,20,all
4,3864,0.9309,0.08877,Procambarus_clarkii_native,upstream_only,20,all
0,3450,0.74725,0.18464,Procambarus_clarkii_native,upstream_only,20,never_trained
1,3450,0.63304,0.2142,Procambarus_clarkii_native,upstream_only,20,never_trained
2,3450,0.77101,0.23855,Procambarus_clarkii_native,upstream_only,20,never_trained
3,3450,0.76145,0.12232,Procambarus_clarkii_native,upstream_only,20,never_trained
4,3450,0.92667,0.08145,Procambarus_clarkii_native,upstream_only,20,never_trained
0,3864,0.75311,0.15813,Procambarus_clarkii_native,upstream_only,3,all
1,3864,0.7293,0.18245,Procambarus_clarkii_native,upstream_only,3,all
2,3864,0.80331,0.12474,Procambarus_clarkii_native,upstream_only,3,all
3,3864,0.15606,0.11905,Procambarus_clarkii_native,upstream_only,3,all
4,3864,0.07195,0.08049,Procambarus_clarkii_native,upstream_only,3,all
0,3477,0.75093,0.15905,Procambarus_clarkii_native,upstream_only,3,never_trained
1,3477,0.71671,0.18666,Procambarus_clarkii_native,upstream_only,3,never_trained
2,3477,0.7958,0.12942,Procambarus_clarkii_native,upstream_only,3,never_trained
3,3477,0.14639,0.11734,Procambarus_clarkii_native,upstream_only,3,never_trained
4,3477,0.07794,0.08599,Procambarus_clarkii_native,upstream_only,3,never_trained
