cell,member,before_brier,before_ece,before_cal_intercept,before_cal_slope,platt_brier,platt_ece,platt_cal_intercept,platt_cal_slope,isotonic_brier,isotonic_ece,isotonic_cal_intercept,isotonic_cal_slope,entity_dir,track,level
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L10,random_forest,0.1766,0.07677,-0.00931,1.56047,0.18817,0.08942,-0.13982,0.80494,0.18254,0.07793,-0.21683,0.84477,Pacifastacus_leniusculus_alien,upstream_only,10
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L10,xgboost,0.17147,0.08085,-0.037,0.66688,0.18972,0.07977,-0.10309,0.7529,0.18516,0.10514,-0.13846,0.63176,Pacifastacus_leniusculus_alien,upstream_only,10
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L20,glm,0.23191,0.06625,-0.05815,0.71792,0.25173,0.04311,-0.05045,0.38817,0.24539,0.09653,-0.09355,0.5235,Pacifastacus_leniusculus_alien,upstream_only,20
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L20,gam,0.24091,0.08199,-0.08376,0.5357,0.25928,0.09027,-0.02814,0.24286,0.26481,0.13479,-0.02697,0.14403,Pacifastacus_leniusculus_alien,upstream_only,20
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L20,random_forest,0.18444,0.06467,-0.07735,1.36826,0.20337,0.09502,-0.09747,0.71641,0.20527,0.12023,-0.13113,0.66902,Pacifastacus_leniusculus_alien,upstream_only,20
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L20,xgboost,0.18549,0.08853,-0.05233,0.57153,0.20903,0.09326,-0.05289,0.59942,0.20102,0.1058,-0.06772,0.60379,Pacifastacus_leniusculus_alien,upstream_only,20
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L3,glm,0.22922,0.07486,-0.0556,0.62536,0.24826,0.03945,-0.05913,0.46294,0.23627,0.11306,-0.07674,0.58531,Pacifastacus_leniusculus_alien,upstream_only,3
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L3,gam,0.24029,0.08275,-0.09973,0.48692,0.25893,0.09922,-0.04417,0.26764,0.26095,0.14815,-0.03281,0.09813,Pacifastacus_leniusculus_alien,upstream_only,3
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L3,random_forest,0.16525,0.11139,0.05865,1.58235,0.17383,0.06842,-0.15244,0.81807,0.1619,0.06379,-0.13574,0.84234,Pacifastacus_leniusculus_alien,upstream_only,3
Pacifastacus_leniusculus_alien__consensus__upstream_only__lowacc__L3,xgboost,0.15665,0.07835,-0.05569,0.71434,0.16838,0.10231,-0.11096,0.87454,0.1648,0.10541,-0.12007,0.57669,Pacifastacus_leniusculus_alien,upstream_only,3
Pontastacus_leptodactylus_pooled__consensus__combined__benchmark__L0,glm,0.21136,0.03124,0.02765,0.88251,0.21751,0.03694,-0.04924,0.91712,0.21982,0.03987,-0.04859,0.74064,Pontastacus_leptodactylus_pooled,combined,0
Pontastacus_leptodactylus_pooled__consensus__combined__benchmark__L0,gam,0.22056,0.04073,-0.03661,0.69075,0.2311,0.03622,-0.0605,0.75212,0.23281,0.07511,-0.05777,0.61882,Pontastacus_leptodactylus_pooled,combined,0
Pontastacus_leptodactylus_pooled__consensus__combined__benchmark__L0,random_forest,0.17156,0.0577,-0.05165,1.36961,0.17521,0.03174,-0.07012,0.9489,0.17992,0.05238,-0.09411,0.75527,Pontastacus_leptodactylus_pooled,combined,0
Pontastacus_leptodactylus_pooled__consensus__combined__benchmark__L0,xgboost,0.17266,0.07784,-0.0527,0.60215,0.17531,0.03691,-0.07294,0.92801,0.17342,0.06125,-0.07832,0.81705,Pontastacus_leptodactylus_pooled,combined,0
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L10,glm,0.21517,0.03334,0.04701,0.87309,0.21984,0.04556,-0.00659,0.88961,0.2246,0.0576,-0.01579,0.68102,Pontastacus_leptodactylus_pooled,combined,10
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L10,gam,0.21755,0.03547,0.0327,0.71716,0.22078,0.02679,-0.0099,0.89469,0.22371,0.04798,-0.01209,0.73874,Pontastacus_leptodactylus_pooled,combined,10
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L10,random_forest,0.17834,0.06379,0.00342,1.37337,0.18095,0.05583,-0.00211,0.92076,0.18061,0.05228,-0.02847,0.82232,Pontastacus_leptodactylus_pooled,combined,10
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L10,xgboost,0.1801,0.0749,0.06005,0.62985,0.17873,0.03549,-0.00017,0.94409,0.18015,0.02773,-0.02455,0.82123,Pontastacus_leptodactylus_pooled,combined,10
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L20,glm,0.22042,0.04299,-0.02436,0.81908,0.22394,0.04375,-0.00417,0.89134,0.22771,0.06466,-0.01942,0.69601,Pontastacus_leptodactylus_pooled,combined,20
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L20,gam,0.22309,0.04668,-0.05282,0.70758,0.22564,0.03173,-0.01302,0.88339,0.22832,0.05495,-0.02978,0.71139,Pontastacus_leptodactylus_pooled,combined,20
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L20,random_forest,0.1909,0.05962,-0.12435,1.16055,0.19343,0.05819,-0.00389,0.93506,0.19119,0.03587,-0.02073,0.84962,Pontastacus_leptodactylus_pooled,combined,20
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L20,xgboost,0.19166,0.09108,-0.08223,0.56187,0.18688,0.05626,-0.00273,0.94234,0.18606,0.04254,-0.02539,0.84143,Pontastacus_leptodactylus_pooled,combined,20
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L3,glm,0.21558,0.03744,0.02938,0.82617,0.21852,0.04088,-0.00648,0.92743,0.21953,0.04621,-0.01118,0.70769,Pontastacus_leptodactylus_pooled,combined,3
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L3,gam,0.21755,0.03835,0.01272,0.7258,0.22027,0.03312,-0.01356,0.92259,0.22192,0.04331,-0.01673,0.76134,Pontastacus_leptodactylus_pooled,combined,3
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L3,random_forest,0.169,0.06143,0.07213,1.37376,0.16759,0.04329,-0.00115,0.97275,0.16986,0.04649,-0.01369,0.81631,Pontastacus_leptodactylus_pooled,combined,3
Pontastacus_leptodactylus_pooled__consensus__combined__lowacc__L3,xgboost,0.16818,0.07123,0.11741,0.61621,0.16465,0.03177,-0.00134,0.9794,0.16522,0.03547,-0.00363,0.88101,Pontastacus_leptodactylus_pooled,combined,3
Pontastacus_leptodactylus_pooled__consensus__local_only__benchmark__L0,glm,0.21495,0.02661,0.02919,0.82696,0.22288,0.03569,-0.05537,0.86892,0.22304,0.05395,-0.05783,0.77384,Pontastacus_leptodactylus_pooled,local_only,0
Pontastacus_leptodactylus_pooled__consensus__local_only__benchmark__L0,gam,0.2223,0.03115,-0.03079,0.59053,0.23582,0.02469,-0.05286,0.6273,0.23708,0.06093,-0.04468,0.56214,Pontastacus_leptodactylus_pooled,local_only,0
Pontastacus_leptodactylus_pooled__consensus__local_only__benchmark__L0,random_forest,0.17359,0.05689,-0.03128,1.33282,0.17802,0.02945,-0.06549,0.94747,0.18178,0.05093,-0.07689,0.75058,Pontastacus_leptodactylus_pooled,local_only,0
Pontastacus_leptodactylus_pooled__consensus__local_only__benchmark__L0,xgboost,0.17712,0.08183,-0.04057,0.58841,0.17651,0.03097,-0.06579,0.95028,0.17771,0.04099,-0.06589,0.80751,Pontastacus_leptodactylus_pooled,local_only,0
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L10,glm,0.21939,0.03161,0.0686,0.80293,0.22312,0.0194,-0.00857,0.88969,0.22534,0.0314,-0.00417,0.73791,Pontastacus_leptodactylus_pooled,local_only,10
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L10,gam,0.22289,0.04012,0.05003,0.69293,0.2252,0.01616,-0.01193,0.887,0.22936,0.03955,-0.0063,0.67297,Pontastacus_leptodactylus_pooled,local_only,10
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L10,random_forest,0.17803,0.06546,-0.00382,1.36826,0.18124,0.06663,-3e-05,0.91017,0.18083,0.06603,-0.03258,0.79198,Pontastacus_leptodactylus_pooled,local_only,10
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L10,xgboost,0.179,0.07805,0.02506,0.62294,0.17741,0.04028,-0.00215,0.94394,0.17894,0.02957,-0.01777,0.84937,Pontastacus_leptodactylus_pooled,local_only,10
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L20,glm,0.22308,0.0322,-0.01428,0.79643,0.22642,0.02519,-0.00874,0.88493,0.22906,0.04555,-0.01998,0.54768,Pontastacus_leptodactylus_pooled,local_only,20
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L20,gam,0.22908,0.04925,-0.0466,0.66357,0.23213,0.03673,-0.01493,0.81991,0.23692,0.08279,-0.0283,0.603,Pontastacus_leptodactylus_pooled,local_only,20
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L20,random_forest,0.19037,0.06322,-0.10481,1.15415,0.19359,0.0589,-0.00211,0.93309,0.19038,0.04317,-0.02667,0.84231,Pontastacus_leptodactylus_pooled,local_only,20
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L20,xgboost,0.19295,0.09262,-0.08337,0.54937,0.18795,0.05251,-0.00194,0.93887,0.18733,0.02138,-0.02652,0.83144,Pontastacus_leptodactylus_pooled,local_only,20
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L3,glm,0.21554,0.01973,0.03016,0.81633,0.21955,0.02292,-0.01187,0.91495,0.22124,0.03432,-0.01066,0.76862,Pontastacus_leptodactylus_pooled,local_only,3
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L3,gam,0.21681,0.0307,0.01431,0.71317,0.22096,0.01305,-0.01671,0.90291,0.22276,0.03874,-0.01098,0.75634,Pontastacus_leptodactylus_pooled,local_only,3
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L3,random_forest,0.1691,0.06893,0.06723,1.35864,0.16786,0.04428,-0.00056,0.97391,0.16604,0.02445,-0.0062,0.85537,Pontastacus_leptodactylus_pooled,local_only,3
Pontastacus_leptodactylus_pooled__consensus__local_only__lowacc__L3,xgboost,0.17084,0.07804,0.08783,0.60143,0.16639,0.0293,5e-05,0.9819,0.16734,0.01511,-0.00524,0.88194,Pontastacus_leptodactylus_pooled,local_only,3
Pontastacus_leptodactylus_pooled__consensus__upstream_only__benchmark__L0,glm,0.22328,0.01821,0.02623,0.95189,0.23646,0.07155,-0.05252,0.67988,0.23271,0.08557,-0.04635,0.50197,Pontastacus_leptodactylus_pooled,upstream_only,0
Pontastacus_leptodactylus_pooled__consensus__upstream_only__benchmark__L0,gam,0.23528,0.08405,-0.02194,0.60815,0.25061,0.07962,-0.04051,0.44317,0.24508,0.08751,-0.05066,0.23526,Pontastacus_leptodactylus_pooled,upstream_only,0
Pontastacus_leptodactylus_pooled__consensus__upstream_only__benchmark__L0,random_forest,0.19865,0.03649,0.00614,1.38045,0.20639,0.08324,-0.06575,0.86706,0.20866,0.10637,-0.06985,0.68671,Pontastacus_leptodactylus_pooled,upstream_only,0
Pontastacus_leptodactylus_pooled__consensus__upstream_only__benchmark__L0,xgboost,0.20313,0.08669,0.01081,0.56721,0.21153,0.07703,-0.06383,0.81289,0.21294,0.09968,-0.10121,0.6661,Pontastacus_leptodactylus_pooled,upstream_only,0
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L10,glm,0.22513,0.01821,0.04247,0.97534,0.22937,0.03652,-0.00084,0.86767,0.23372,0.09133,-0.00719,0.62149,Pontastacus_leptodactylus_pooled,upstream_only,10
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L10,gam,0.22932,0.05951,0.03468,0.6716,0.23133,0.03949,-0.00793,0.8723,0.23265,0.06063,-0.02127,0.58247,Pontastacus_leptodactylus_pooled,upstream_only,10
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L10,random_forest,0.20018,0.05526,0.03311,1.51174,0.2002,0.03615,-0.01202,0.94894,0.20465,0.04792,-0.08082,0.72041,Pontastacus_leptodactylus_pooled,upstream_only,10
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L10,xgboost,0.20869,0.07252,0.04922,0.57874,0.20851,0.04607,-0.01039,0.9307,0.21319,0.04961,0.00321,0.72251,Pontastacus_leptodactylus_pooled,upstream_only,10
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L20,glm,0.23089,0.02401,-0.03194,0.76108,0.23707,0.03348,-0.02475,0.73029,0.23891,0.05691,-0.02627,0.50601,Pontastacus_leptodactylus_pooled,upstream_only,20
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L20,gam,0.23725,0.06685,-0.03589,0.56076,0.23981,0.05042,-0.01748,0.72205,0.24129,0.09354,-0.02428,0.52074,Pontastacus_leptodactylus_pooled,upstream_only,20
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L20,random_forest,0.20933,0.04301,-0.09997,1.24871,0.21051,0.05303,-0.02042,0.95527,0.2097,0.05344,-0.02605,0.79478,Pontastacus_leptodactylus_pooled,upstream_only,20
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L20,xgboost,0.21438,0.0795,-0.05145,0.52906,0.21271,0.06004,-0.01736,0.92332,0.21416,0.05132,-0.00866,0.75932,Pontastacus_leptodactylus_pooled,upstream_only,20
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L3,glm,0.22579,0.02088,0.04102,0.87944,0.23268,0.04428,-0.00454,0.78336,0.23631,0.04893,0.00308,0.58849,Pontastacus_leptodactylus_pooled,upstream_only,3
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L3,gam,0.23253,0.04358,0.03671,0.64167,0.23706,0.05223,-0.00421,0.73954,0.23856,0.06245,0.00031,0.44304,Pontastacus_leptodactylus_pooled,upstream_only,3
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L3,random_forest,0.19732,0.05102,0.07718,1.39285,0.19721,0.05109,-0.01747,0.96616,0.19492,0.05915,-0.02293,0.83056,Pontastacus_leptodactylus_pooled,upstream_only,3
Pontastacus_leptodactylus_pooled__consensus__upstream_only__lowacc__L3,xgboost,0.19936,0.06669,0.10054,0.5771,0.19973,0.0593,-0.01885,0.95126,0.20046,0.06541,-0.07016,0.79649,Pontastacus_leptodactylus_pooled,upstream_only,3
Procambarus_clarkii_alien__consensus__combined__benchmark__L0,glm,0.18243,0.02768,0.00695,0.96955,0.18858,0.03984,-0.0684,0.97718,0.1889,0.03363,-0.07188,0.95105,Procambarus_clarkii_alien,combined,0
Procambarus_clarkii_alien__consensus__combined__benchmark__L0,gam,0.18529,0.02938,-0.05928,0.87466,0.19515,0.03776,-0.06611,0.90751,0.19623,0.03941,-0.07406,0.86185,Procambarus_clarkii_alien,combined,0
Procambarus_clarkii_alien__consensus__combined__benchmark__L0,random_forest,0.11203,0.05963,0.00274,1.36851,0.11311,0.0292,-0.07478,0.98336,0.11332,0.02043,-0.06896,0.96208,Procambarus_clarkii_alien,combined,0
Procambarus_clarkii_alien__consensus__combined__benchmark__L0,xgboost,0.10664,0.02522,0.11888,0.83915,0.10995,0.02513,-0.07389,0.99592,0.11104,0.02328,-0.07911,0.96819,Procambarus_clarkii_alien,combined,0
Procambarus_clarkii_alien__consensus__combined__lowacc__L10,glm,0.18581,0.03485,-0.02106,0.9972,0.19702,0.0581,-0.13462,0.97321,0.19665,0.04327,-0.12984,0.93903,Procambarus_clarkii_alien,combined,10
Procambarus_clarkii_alien__consensus__combined__lowacc__L10,gam,0.18932,0.02843,-0.12643,0.92909,0.20541,0.04584,-0.11217,0.86684,0.2067,0.05945,-0.1054,0.81315,Procambarus_clarkii_alien,combined,10
Procambarus_clarkii_alien__consensus__combined__lowacc__L10,random_forest,0.12017,0.06727,-0.17243,1.36975,0.12176,0.0355,-0.11012,1.00482,0.12279,0.03274,-0.12748,0.95933,Procambarus_clarkii_alien,combined,10
Procambarus_clarkii_alien__consensus__combined__lowacc__L10,xgboost,0.1115,0.02481,0.01492,0.83759,0.11298,0.01257,-0.06695,1.02688,0.11475,0.02129,-0.06561,0.99385,Procambarus_clarkii_alien,combined,10
Procambarus_clarkii_alien__consensus__combined__lowacc__L20,glm,0.1914,0.03192,-0.0381,0.95689,0.20034,0.05409,-0.08906,0.94132,0.19914,0.04147,-0.08768,0.93491,Procambarus_clarkii_alien,combined,20
Procambarus_clarkii_alien__consensus__combined__lowacc__L20,gam,0.1914,0.02781,-0.08832,0.90446,0.20373,0.05104,-0.07625,0.87057,0.20504,0.04264,-0.08244,0.82255,Procambarus_clarkii_alien,combined,20
Procambarus_clarkii_alien__consensus__combined__lowacc__L20,random_forest,0.12397,0.07373,-0.19322,1.39658,0.12602,0.04505,-0.10624,0.96033,0.12672,0.04716,-0.1301,0.93513,Procambarus_clarkii_alien,combined,20
Procambarus_clarkii_alien__consensus__combined__lowacc__L20,xgboost,0.11425,0.01882,-0.03008,0.86817,0.1178,0.02258,-0.06982,1.00034,0.11915,0.02106,-0.0695,0.97165,Procambarus_clarkii_alien,combined,20
Procambarus_clarkii_alien__consensus__combined__lowacc__L3,glm,0.18327,0.02185,-0.01483,1.01532,0.18821,0.0347,-0.06264,0.98723,0.18859,0.02116,-0.06408,0.96811,Procambarus_clarkii_alien,combined,3
Procambarus_clarkii_alien__consensus__combined__lowacc__L3,gam,0.18147,0.01603,-0.05205,0.94323,0.18878,0.02561,-0.06086,0.95439,0.18969,0.04317,-0.0625,0.92473,Procambarus_clarkii_alien,combined,3
Procambarus_clarkii_alien__consensus__combined__lowacc__L3,random_forest,0.11701,0.06112,-0.11257,1.34967,0.11792,0.03044,-0.06989,0.98868,0.11857,0.02321,-0.06891,0.96085,Procambarus_clarkii_alien,combined,3
Procambarus_clarkii_alien__consensus__combined__lowacc__L3,xgboost,0.11103,0.02598,0.05489,0.80878,0.11341,0.01943,-0.04664,1.00369,0.11419,0.02172,-0.04038,0.97959,Procambarus_clarkii_alien,combined,3
Procambarus_clarkii_alien__consensus__local_only__benchmark__L0,glm,0.15395,0.02618,0.01486,0.90995,0.15936,0.0397,-0.0463,0.95941,0.16144,0.04329,-0.10806,0.9697,Procambarus_clarkii_alien,local_only,0
Procambarus_clarkii_alien__consensus__local_only__benchmark__L0,gam,0.14822,0.03299,-0.08699,0.98972,0.15603,0.05054,-0.07082,0.93188,0.15445,0.04478,-0.05087,0.90193,Procambarus_clarkii_alien,local_only,0
Procambarus_clarkii_alien__consensus__local_only__benchmark__L0,random_forest,0.11184,0.06219,-0.00144,1.38065,0.11242,0.03187,-0.0737,0.98571,0.11253,0.02412,-0.0737,0.96158,Procambarus_clarkii_alien,local_only,0
Procambarus_clarkii_alien__consensus__local_only__benchmark__L0,xgboost,0.10589,0.02255,0.11347,0.83128,0.10869,0.02757,-0.06851,0.99817,0.10927,0.02398,-0.07202,0.97298,Procambarus_clarkii_alien,local_only,0
Procambarus_clarkii_alien__consensus__local_only__lowacc__L10,glm,0.15548,0.02534,0.11373,0.7965,0.15773,0.02205,0.02416,0.93883,0.15805,0.01566,0.0189,0.91208,Procambarus_clarkii_alien,local_only,10
Procambarus_clarkii_alien__consensus__local_only__lowacc__L10,gam,0.14503,0.02985,-0.0517,0.9546,0.1474,0.03927,-0.06723,1.02518,0.147,0.03011,-0.03213,0.96961,Procambarus_clarkii_alien,local_only,10
Procambarus_clarkii_alien__consensus__local_only__lowacc__L10,random_forest,0.11897,0.06491,-0.15223,1.38007,0.12023,0.03278,-0.11023,1.00684,0.12123,0.03367,-0.12779,0.96532,Procambarus_clarkii_alien,local_only,10
Procambarus_clarkii_alien__consensus__local_only__lowacc__L10,xgboost,0.11135,0.02901,0.0522,0.83297,0.11268,0.01702,-0.06555,1.02676,0.11429,0.02094,-0.06442,0.98906,Procambarus_clarkii_alien,local_only,10
Procambarus_clarkii_alien__consensus__local_only__lowacc__L20,glm,0.15398,0.02581,0.03946,0.94841,0.15589,0.02537,-0.01734,0.98854,0.15674,0.0205,-0.05979,1.00069,Procambarus_clarkii_alien,local_only,20
Procambarus_clarkii_alien__consensus__local_only__lowacc__L20,gam,0.14819,0.02791,-0.08759,1.0065,0.15288,0.03658,-0.07762,1.00246,0.15309,0.02552,-0.07949,0.97853,Procambarus_clarkii_alien,local_only,20
Procambarus_clarkii_alien__consensus__local_only__lowacc__L20,random_forest,0.12314,0.0747,-0.17529,1.41388,0.12462,0.04311,-0.10605,0.96471,0.12562,0.03607,-0.12418,0.94205,Procambarus_clarkii_alien,local_only,20
Procambarus_clarkii_alien__consensus__local_only__lowacc__L20,xgboost,0.11555,0.02179,-0.00699,0.84809,0.11838,0.01925,-0.06156,1.00287,0.11964,0.02427,-0.0561,0.97183,Procambarus_clarkii_alien,local_only,20
Procambarus_clarkii_alien__consensus__local_only__lowacc__L3,glm,0.15544,0.0286,0.02287,0.89051,0.15775,0.03108,0.00627,0.9611,0.15811,0.02433,-0.02369,0.98036,Procambarus_clarkii_alien,local_only,3
Procambarus_clarkii_alien__consensus__local_only__lowacc__L3,gam,0.1474,0.0268,-0.10195,0.97083,0.14969,0.02928,-0.03359,1.00127,0.15075,0.02998,-0.02524,0.94125,Procambarus_clarkii_alien,local_only,3
Procambarus_clarkii_alien__consensus__local_only__lowacc__L3,random_forest,0.1164,0.06117,-0.10491,1.35846,0.11697,0.03039,-0.07018,0.99285,0.11775,0.02952,-0.07051,0.9636,Procambarus_clarkii_alien,local_only,3
Procambarus_clarkii_alien__consensus__local_only__lowacc__L3,xgboost,0.11259,0.02665,0.0252,0.80262,0.1149,0.0195,-0.05351,1.00558,0.11682,0.02641,-0.04821,0.96731,Procambarus_clarkii_alien,local_only,3
Procambarus_clarkii_alien__consensus__upstream_only__benchmark__L0,glm,0.20876,0.04341,0.01036,0.96407,0.21892,0.07308,-0.05464,0.84652,0.21982,0.05835,-0.09976,0.77567,Procambarus_clarkii_alien,upstream_only,0
Procambarus_clarkii_alien__consensus__upstream_only__benchmark__L0,gam,0.21072,0.06566,-0.03029,0.84024,0.22283,0.07042,-0.04171,0.79978,0.22563,0.06835,-0.07661,0.70058,Procambarus_clarkii_alien,upstream_only,0
Procambarus_clarkii_alien__consensus__upstream_only__benchmark__L0,random_forest,0.15675,0.06286,0.01892,1.36645,0.16,0.04173,-0.05389,0.96281,0.16422,0.03521,-0.16851,0.90103,Procambarus_clarkii_alien,upstream_only,0
Procambarus_clarkii_alien__consensus__upstream_only__benchmark__L0,xgboost,0.15771,0.0758,0.07188,0.78059,0.16181,0.0564,-0.03988,0.96249,0.16116,0.05857,-0.05716,0.90701,Procambarus_clarkii_alien,upstream_only,0
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L10,glm,0.21244,0.03617,-0.0263,0.9825,0.23264,0.071,-0.09914,0.72178,0.22456,0.09445,-0.15794,0.77835,Procambarus_clarkii_alien,upstream_only,10
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L10,gam,0.22094,0.05652,-0.07435,0.75711,0.24326,0.10316,-0.05964,0.5577,0.24352,0.07976,-0.07766,0.54367,Procambarus_clarkii_alien,upstream_only,10
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L10,random_forest,0.16425,0.0466,-0.07136,1.36696,0.17264,0.05609,-0.10662,0.92418,0.17052,0.06048,-0.1538,0.90394,Procambarus_clarkii_alien,upstream_only,10
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L10,xgboost,0.16553,0.08849,0.00118,0.76499,0.17333,0.09384,-0.07304,0.92749,0.1741,0.08308,-0.10839,0.84322,Procambarus_clarkii_alien,upstream_only,10
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L20,glm,0.21243,0.03194,-0.02871,0.96614,0.22165,0.034,-0.0671,0.88508,0.22134,0.07316,-0.11659,0.80998,Procambarus_clarkii_alien,upstream_only,20
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L20,gam,0.21284,0.04271,-0.05399,0.85988,0.22454,0.05263,-0.05028,0.80964,0.22475,0.04819,-0.08112,0.75844,Procambarus_clarkii_alien,upstream_only,20
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L20,random_forest,0.16572,0.05064,-0.11386,1.42309,0.16952,0.05867,-0.07975,0.93972,0.17046,0.0476,-0.1463,0.91126,Procambarus_clarkii_alien,upstream_only,20
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L20,xgboost,0.16127,0.04051,-0.02077,0.8293,0.16686,0.06386,-0.05548,0.96713,0.16672,0.05775,-0.08942,0.91136,Procambarus_clarkii_alien,upstream_only,20
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L3,glm,0.21067,0.04087,-0.02278,0.96498,0.22031,0.03175,-0.05949,0.85934,0.22007,0.05795,-0.11182,0.80317,Procambarus_clarkii_alien,upstream_only,3
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L3,gam,0.21123,0.02885,-0.03778,0.84301,0.22166,0.0421,-0.04676,0.83769,0.22426,0.05524,-0.08771,0.72832,Procambarus_clarkii_alien,upstream_only,3
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L3,random_forest,0.16189,0.05152,-0.04482,1.34435,0.16325,0.03387,-0.05194,0.99099,0.16591,0.03719,-0.11515,0.93542,Procambarus_clarkii_alien,upstream_only,3
Procambarus_clarkii_alien__consensus__upstream_only__lowacc__L3,xgboost,0.15873,0.0549,0.02949,0.78418,0.16083,0.04905,-0.03358,0.99568,0.16239,0.04091,-0.05627,0.91916,Procambarus_clarkii_alien,upstream_only,3
Procambarus_clarkii_native__consensus__combined__benchmark__L0,glm,0.19004,0.1396,0.00718,0.7218,0.27072,0.16869,-0.13365,0.3153,0.26652,0.22184,-0.2817,0.43639,Procambarus_clarkii_native,combined,0
Procambarus_clarkii_native__consensus__combined__benchmark__L0,gam,0.14175,0.06818,-0.44708,0.90239,0.18312,0.08897,-0.46754,0.90249,0.17407,0.10241,-0.20527,0.68091,Procambarus_clarkii_native,combined,0
Procambarus_clarkii_native__consensus__combined__benchmark__L0,random_forest,0.08655,0.06734,-0.23552,1.43895,0.08432,0.03433,-0.18065,1.05391,0.08312,0.01627,-0.0247,0.92304,Procambarus_clarkii_native,combined,0
Procambarus_clarkii_native__consensus__combined__benchmark__L0,xgboost,0.08525,0.05384,0.00431,0.59857,0.08346,0.01232,-0.00396,0.97661,0.08501,0.0208,0.01119,0.85891,Procambarus_clarkii_native,combined,0
Procambarus_clarkii_native__consensus__combined__lowacc__L10,glm,0.20655,0.12859,-0.11337,0.72947,0.35323,0.33784,0.16924,-0.24997,0.37834,0.34688,0.05643,-0.06401,Procambarus_clarkii_native,combined,10
Procambarus_clarkii_native__consensus__combined__lowacc__L10,gam,0.39736,0.34383,0.0873,-0.04526,0.47276,0.54253,0.92673,-1.00313,0.4436,0.51025,0.56441,-0.6965,Procambarus_clarkii_native,combined,10
Procambarus_clarkii_native__consensus__combined__lowacc__L10,random_forest,0.19316,0.21612,-1.81515,1.87449,0.23426,0.21867,-0.76521,0.64979,0.24175,0.25272,-0.93231,0.69675,Procambarus_clarkii_native,combined,10
Procambarus_clarkii_native__consensus__combined__lowacc__L10,xgboost,0.17939,0.18156,-1.32535,0.74934,0.17952,0.13719,-0.77215,1.02041,0.18666,0.18057,-0.74313,0.77972,Procambarus_clarkii_native,combined,10
